
Rank;Global Rank;Institution;Country;Sector
634;802;Chaoyang University of Technology;TWN;Higher educ.
634;802;State University of New York, College at Oswego;USA;Higher educ.
634;802;Hunan City University;CHN;Higher educ.
634;802;Utkal University;IND;Higher educ.
634;802;Notre Dame University;LBN;Higher educ.
634;802;Cheng Shiu University;TWN;Higher educ.
634;802;Symbiosis International University;IND;Higher educ.
634;802;Yasar University;TUR;Higher educ.
634;802;Western Carolina University;USA;Higher educ.
634;802;Government College of Technology;IND;Higher educ.
634;802;Baoji University of Arts and Sciences;CHN;Higher educ.
634;802;Information Engineering University;CHN;Higher educ.
634;802;Drake University;USA;Higher educ.
634;802;Universitatea Valahia din Targoviste;ROU;Higher educ.
634;802;Universite Hadj Lakhdar de Batna;DZA;Higher educ.
635;803;Universiti Teknologi Brunei;BRN;Higher educ.
635;803;Weifang University;CHN;Higher educ.
635;803;Islamic Azad University, Urmia;IRN;Higher educ.
635;803;Rajalakshmi Engineering College;IND;Higher educ.
635;803;V.N. Karazin Kharkiv National University;UKR;Higher educ.
635;803;Western Illinois University, Macomb;USA;Higher educ.
635;803;Goa University;IND;Higher educ.
635;803;Kharkov National University of Radio Electronics;UKR;Higher educ.
635;803;North China University of Water Conservancy and Electric Power;CHN;Higher educ.
635;803;Beijing Information Science and Technology University;CHN;Higher educ.
636;804;Moscow State University of Medicine and Dentistry;RUS;Higher educ.
636;804;Wakayama University;JPN;Higher educ.
636;804;Shandong JiaoTong University;CHN;Higher educ.
636;804;Mehran University of Engineering and Technology Jamshoro;PAK;Higher educ.
636;804;Lee Kuan Yew School of Public Policy;SGP;Higher educ.
636;804;Xi'an Technological University;CHN;Higher educ.
636;804;William Paterson University;USA;Higher educ.
637;805;Saint Petersburg Mining University;RUS;Higher educ.
637;805;Harbin University of Commerce;CHN;Higher educ.
637;805;Nanjing Audit University;CHN;Higher educ.
637;805;Uzhhorod National University;UKR;Higher educ.
637;805;School of Advanced Study *;GBR;Higher educ.
637;805;Capital University of Economics and Business;CHN;Higher educ.
637;805;Universidad Politecnica Salesiana;ECU;Higher educ.
637;805;Beihua University *;CHN;Higher educ.
637;805;Hunan University of Arts and Science;CHN;Higher educ.
637;805;University of Economics in Bratislava;SVK;Higher educ.
638;806;Rose-Hulman Institute of Technology;USA;Higher educ.
638;806;Tianjin University of Technology and Education;CHN;Higher educ.
638;806;Govind Ballabh Pant University of Agriculture and Technology;IND;Higher educ.
638;806;Centro Federal de Educacao Tecnologica Celso Suckow da Fonseca;BRA;Higher educ.
638;806;Bentley University;USA;Higher educ.
638;806;Alliant International University;USA;Higher educ.
638;806;Tohoku Gakuin University;JPN;Higher educ.
638;806;Shenyang Jianzhu University;CHN;Higher educ.
638;806;Suffolk University;USA;Higher educ.
638;806;Universite de M'sila;DZA;Higher educ.
638;806;Islamic Azad University, Ahvaz Branch;IRN;Higher educ.
639;807;PEC University of Technology;IND;Higher educ.
639;807;Cyprus International University;CYP;Higher educ.
639;807;Kyungnam University;KOR;Higher educ.
639;807;Rajasthan Technical University;IND;Higher educ.
639;807;Thiagarajar College of Engineering;IND;Higher educ.
639;807;University of Texas, Tyler;USA;Higher educ.
639;807;Tibet University;CHN;Higher educ.
639;807;Zhongyuan University of Technology;CHN;Higher educ.
639;807;Walden University;USA;Higher educ.
639;807;National Institute of Technology Hamirpur;IND;Higher educ.
640;808;Ulyanovsk State University;RUS;Higher educ.
640;808;Qinghai Normal University;CHN;Higher educ.
640;808;Moscow Power Engineering Institute, Technical University;RUS;Higher educ.
640;808;Universite Amar Telidji de Laghouat;DZA;Higher educ.
640;808;Universite Larbi Tebessi;DZA;Higher educ.
640;808;Volgograd State Medical University;RUS;Higher educ.
641;809;Tomsk State University of Control Systems and Radioelectronics;RUS;Higher educ.
641;809;Military Technical College;EGY;Higher educ.
641;809;Sher-e-Kashmir University of Agricultural Sciences and Technology-Jammu;IND;Higher educ.
641;809;University of West Florida;USA;Higher educ.
641;809;Borough of Manhattan Community College;USA;Higher educ.
641;809;Xian Polytechnic University;CHN;Higher educ.
641;809;BMS College of Engineering;IND;Higher educ.
642;810;University of Pitesti;ROU;Higher educ.
642;810;Universite Ibn Khaldoun de Tiaret;DZA;Higher educ.
642;810;Metropolitan State University;USA;Higher educ.
642;810;University of Agronomic Sciences and Veterinary Medicine;ROU;Higher educ.
643;811;Jiangsu University of Technology;CHN;Higher educ.
643;811;Chuvash State University;RUS;Higher educ.
643;811;Rostov State Transport University;RUS;Higher educ.
643;811;University of Medicine and Pharmacy Grigore T. Popa of Iasi;ROU;Higher educ.
643;811;Inner Mongolia University of Science and Technology;CHN;Higher educ.
643;811;Orenburg State University;RUS;Higher educ.
643;811;Yibin University;CHN;Higher educ.
643;811;Universitatea Petrol-Gaze din Ploiesti;ROU;Higher educ.
643;811;University of International Business and Economics;CHN;Higher educ.
643;811;Dubna International University for Nature, Society and Man;RUS;Higher educ.
643;811;Universite Mustapha Stombouli de Mascara;DZA;Higher educ.
643;811;Universite 08 mai 45 de Guelma;DZA;Higher educ.
643;811;Assam Agricultural University;IND;Higher educ.
644;812;University of Houston, Clear Lake;USA;Higher educ.
644;812;Universidad de Guayaquil;ECU;Higher educ.
644;812;Le Quy Don Technical University;VNM;Higher educ.
645;813;Namibia University of Science and Technology;NAM;Higher educ.
645;813;Shenyang Aerospace University;CHN;Higher educ.
645;813;Siberian State Aerospace University;RUS;Higher educ.
646;814;Magnitogorsk State Technical University;RUS;Higher educ.
646;814;Kiev International University of Civil Aviation;UKR;Higher educ.
646;814;Hefei Normal University;CHN;Higher educ.
647;815;Volgograd State Technical University;RUS;Higher educ.
647;815;Military Institute of Science and Technology;BGD;Higher educ.
647;815;Voronezh State University;RUS;Higher educ.
647;815;Xian Shiyou University;CHN;Higher educ.
648;816;Universite Mouloud Mammeri de Tizi Ouzou;DZA;Higher educ.
648;816;Sri Venkateswara College of Engineering;IND;Higher educ.
648;816;Technical University of Sofia;BGR;Higher educ.
649;817;Sher-e-Kashmir University of Agricultural Sciences and Technology-Srinagar;IND;Higher educ.
649;817;Kemerovo State University;RUS;Higher educ.
649;817;Naval Aeronautical and Astronautical University;CHN;Higher educ.
649;817;Baku State University;AZE;Higher educ.
649;817;Universitatea Lucian Blaga din Sibiu;ROU;Higher educ.
649;817;Indian Institute of Management, Bangalore;IND;Higher educ.
649;817;Liaoning Technical University;CHN;Higher educ.
649;817;Naval University of Engineering;CHN;Higher educ.
650;818;Moscow Aviation Institute, State University of Aerospace Technologies;RUS;Higher educ.
650;818;Nizhny Novgorod State Technical University;RUS;Higher educ.
650;818;Perm National Research Polytechnic University;RUS;Higher educ.
650;818;Gubkin Russian State University of Oil and Gas;RUS;Higher educ.
650;818;Jilin Institute of Chemical Technology;CHN;Higher educ.
651;819;Buketov Karaganda State University;KAZ;Higher educ.
652;820;Ufa State Petroleum Technological University;RUS;Higher educ.
652;820;Chongqing University of Science and Technology;CHN;Higher educ.
652;820;Dalian Jiaotong University;CHN;Higher educ.
652;820;Electronic Engineering Institute of the PLA;CHN;Higher educ.
652;820;Technical University of Civil Engineering of Bucharest;ROU;Higher educ.
